Time-stamp,Pressure_Cuff_Signal,Green_PPG_Signal,iR_signal,Red_Signal,FSR
0.614,0,3664,53631,45783,0
0.615,0,3664,53663,45799,0
0.616,0,3664,53671,45767,0
0.001,0,3664,53663,45799,0
0.617,0,3664,53647,45767,0
0.618,0,3664,53647,45783,0
0.619,0,3696,53639,45791,0
0.001,0,3664,53663,45791,0
0.62,0,3664,53655,45791,0
0.621,0,3696,53647,45783,0
0.622,0,3664,53671,45791,2
0.001,0,3664,53655,45783,0
0.623,0,3664,53655,45799,0
0.624,0,3664,53647,45783,0
0.625,0,3664,53647,45799,1
0.001,0,3648,53671,45791,3
0.626,0,3664,53655,45791,0
0.627,0,3664,53663,45807,0
0.628,0,3664,53639,45799,0
0.001,0,3664,53663,45807,0
0.629,0,3680,53687,45791,0
0.63,0,3664,53647,45791,0
0.631,0,3664,53663,45807,4
0.001,0,3680,53655,45799,0
0.632,0,3664,53655,45807,0
0.633,0,3664,53639,45791,0
0.634,0,3680,53663,45791,0
0.001,0,3664,53663,45815,0
0.635,0,3664,53639,45799,0
0.636,0,3664,53655,45807,0
0.637,0,3680,53639,45815,0
0.001,0,3664,53639,45791,0
0.638,0,3664,53647,45791,0
0.639,0,3664,53647,45799,0
0.64,0,3648,53655,45823,0
0.001,0,3664,53655,45807,0
0.641,0,3664,53647,45807,0
0.642,0,3664,53671,45807,0
0.643,0,3664,53639,45799,3
0.001,0,3664,53647,45807,1
0.644,0,3664,53671,45799,0
0.645,0,3664,53655,45791,0
0.646,0,3680,53647,45791,0
0.001,0,3664,53671,45807,0
0.647,0,3696,53663,45799,1
0.648,0,3664,53663,45807,0
0.649,0,3696,53663,45807,0
0.001,0,3664,53631,45807,0
0.65,0,3664,53655,45807,0
0.651,0,3664,53671,45791,0
0.652,0,3664,53639,45815,0
0.001,0,3664,53655,45815,0
0.653,0,3648,53663,45791,0
0.654,0,3664,53655,45799,0
0.655,0,3664,53631,45791,0
0.001,0,3664,53647,45799,0
0.656,0,3696,53647,45791,0
0.657,0,3648,53663,45799,5
0.658,0,3680,53647,45807,0
0.001,0,3696,53663,45807,1
0.659,0,3664,53631,45791,0
0.66,0,3648,53631,45799,0
0.661,0,3664,53655,45807,0
0.001,0,3664,53655,45815,0
0.662,0,3680,53639,45823,0
0.663,0,3680,53647,45807,0
0.664,0,3680,53647,45815,0
0.001,0,3664,53639,45815,0
0.665,0,3664,53655,45783,0
0.666,0,3696,53631,45815,0
0.667,0,3664,53647,45815,0
0.001,0,3664,53631,45799,0
0.668,0,3664,53655,45799,0
0.669,0,3664,53655,45791,0
0.67,0,3664,53671,45807,0
0.001,0,3680,53663,45807,0
0.671,0,3664,53639,45815,0
0.672,0,3696,53647,45807,7
0.673,0,3648,53655,45799,0
0.001,0,3664,53655,45807,1
0.674,0,3648,53655,45791,0
0.675,0,3664,53671,45807,0
0.676,0,3664,53655,45799,0
0.001,0,3696,53647,45815,0
0.677,0,3648,53655,45791,1
0.678,0,3664,53671,45799,0
0.679,0,3664,53655,45799,0
0.001,0,3664,53655,45815,0
0.68,0,3664,53655,45823,0
0.681,0,3664,53647,45791,7
0.682,0,3680,53647,45799,0
0.001,0,3680,53655,45815,3
0.683,0,3664,53655,45799,0
0.684,0,3664,53631,45799,3
0.685,0,3680,53663,45823,0
0.001,0,3664,53647,45807,2
0.686,0,3664,53655,45791,1
0.687,0,3712,53639,45783,0
0.688,0,3696,53631,45791,0
0.001,0,3648,53647,45815,1
0.689,0,3664,53647,45807,0
0.69,0,3664,53623,45807,0
0.691,0,3664,53647,45823,0
0.001,0,3664,53671,45799,0
0.692,0,3632,53655,45823,0
0.693,0,3696,53663,45831,0
0.694,0,3696,53671,45807,0
0.001,0,3664,53679,45783,0
0.695,0,3664,53631,45799,0
0.696,0,3664,53647,45823,0
0.697,0,3664,53631,45783,0
0.001,0,3664,53687,45791,0
0.698,0,3664,53623,45799,0
0.699,0,3664,53647,45807,0
0.7,0,3680,53655,45807,0
0.001,0,3664,53679,45799,2
0.701,0,3664,53647,45799,0
0.702,0,3696,53671,45791,0
0.703,0,3696,53647,45807,0
0.001,0,3664,53663,45815,0
0.704,0,3664,53663,45815,0
0.705,0,3664,53663,45815,0
0.706,0,3664,53647,45783,0
0.001,0,3680,53647,45815,0
0.707,0,3680,53671,45799,0
0.708,0,3648,53679,45807,3
0.709,0,3664,53679,45807,0
0.001,0,3664,53671,45815,0
0.71,0,3632,53655,45799,0
0.711,0,3664,53679,45815,0
0.712,0,3680,53647,45815,0
0.001,0,3664,53647,45791,0
0.713,0,3632,53655,45815,0
0.714,0,3664,53663,45815,0
0.715,0,3696,53671,45791,0
0.001,0,3664,53647,45807,0
0.716,0,3696,53663,45791,5
0.717,0,3680,53679,45807,1
0.718,0,3680,53647,45799,0
0.001,0,3664,53671,45815,3
0.719,0,3664,53663,45799,0
0.72,0,3664,53663,45815,0
0.721,0,3664,53647,45823,0
0.001,0,3680,53647,45815,0
0.722,0,3664,53639,45815,0
0.723,0,3664,53671,45799,0
0.724,0,3664,53663,45807,0
0.001,0,3664,53655,45775,0
0.725,0,3664,53663,45799,6
0.726,0,3696,53663,45807,0
0.727,0,3664,53679,45807,0
0.001,0,3680,53671,45799,0
0.728,0,3664,53655,45807,0
0.729,0,3664,53655,45807,0
0.73,0,3664,53671,45807,0
0.001,0,3696,53655,45815,0
0.731,0,3664,53655,45807,0
0.732,0,3664,53671,45799,0
0.733,0,3664,53663,45807,0
0.001,0,3696,53655,45823,0
0.734,0,3664,53671,45823,0
0.735,0,3664,53679,45799,0
0.736,0,3664,53671,45815,0
0.001,0,3664,53655,45823,3
0.737,0,3648,53679,45807,0
0.738,0,3696,53663,45815,0
0.739,0,3664,53663,45799,0
0.001,0,3664,53647,45783,0
0.74,0,3664,53671,45799,3
0.741,0,3664,53647,45815,0
0.742,0,3664,53655,45831,0
0.001,0,3664,53671,45799,0
0.743,0,3680,53679,45799,0
0.744,0,3664,53671,45823,0
0.745,0,3632,53663,45807,0
0.001,0,3664,53647,45823,4
0.746,0,3664,53679,45807,0
0.747,0,3664,53647,45775,0
0.748,0,3696,53671,45807,0
0.001,0,3696,53655,45815,0
0.749,0,3664,53663,45799,0
0.75,0,3664,53671,45815,0
0.751,0,3664,53655,45815,0
0.001,0,3664,53687,45815,0
0.752,0,3664,53639,45823,0
0.753,0,3664,53663,45799,0
0.754,0,3664,53631,45831,0
0.001,0,3664,53663,45807,0
0.755,0,3632,53671,45807,0
0.756,0,3664,53655,45807,0
0.757,0,3696,53663,45791,0
0.001,0,3664,53663,45799,0
0.758,0,3664,53671,45799,0
0.759,0,3664,53671,45799,0
0.76,0,3664,53647,45807,0
0.001,0,3664,53639,45807,0
0.761,0,3664,53647,45823,0
0.762,0,3664,53639,45815,0
0.763,0,3664,53663,45799,0
0.001,0,3680,53671,45815,0
0.764,0,3664,53655,45791,0
0.765,0,3664,53647,45815,1
0.766,0,3664,53655,45799,0
0.001,0,3664,53687,45799,0
0.767,0,3680,53671,45823,5
0.768,0,3664,53639,45807,0
0.769,0,3680,53655,45791,0
0.001,0,3664,53639,45823,0
0.77,0,3664,53655,45799,0
0.771,0,3648,53655,45807,0
0.772,0,3680,53663,45823,0
0.001,0,3664,53655,45783,1
0.773,0,3680,53663,45807,5
0.774,0,3680,53679,45799,0
0.775,0,3664,53671,45815,0
0.001,0,3664,53639,45791,0
0.776,0,3680,53655,45807,0
0.777,0,3648,53663,45807,0
0.778,0,3664,53655,45807,0
0.001,0,3664,53655,45807,1
0.779,0,3696,53671,45807,0
0.78,0,3648,53639,45807,0
0.781,0,3664,53663,45815,0
0.001,0,3664,53671,45799,0
0.782,0,3664,53671,45807,0
0.783,0,3696,53679,45823,0
0.784,0,3664,53639,45815,0
0.001,0,3696,53655,45799,0
0.785,0,3648,53663,45815,0
0.786,0,3664,53663,45799,0
0.787,0,3680,53655,45783,0
0.001,0,3664,53647,45783,0
0.788,0,3664,53655,45807,0
0.789,0,3664,53655,45807,0
0.79,0,3696,53655,45791,0
0.001,0,3696,53655,45799,0
0.791,0,3664,53639,45815,0
0.792,0,3664,53687,45799,0
0.793,0,3664,53639,45791,0
0.001,0,3664,53647,45791,0
0.794,0,3664,53639,45807,0
0.795,0,3664,53671,45791,0
0.796,0,3664,53679,45807,0
0.001,0,3680,53647,45799,3
0.797,0,3696,53647,45791,0
0.798,0,3664,53679,45807,0
0.799,0,3664,53671,45815,0
0.001,0,3648,53663,45823,0
0.8,0,3664,53663,45791,0
0.801,0,3664,53671,45807,0
0.802,0,3664,53623,45767,0
0.001,0,3664,53655,45783,0
0.803,0,3664,53655,45823,0
0.804,0,3696,53655,45799,0
0.805,0,3664,53639,45799,0
0.001,0,3664,53655,45807,0
0.806,0,3696,53639,45791,0
0.807,0,3680,53663,45791,0
0.808,0,3664,53679,45783,0
0.001,0,3664,53655,45807,0
0.809,0,3680,53663,45775,0
0.81,0,3664,53663,45815,0
0.811,0,3664,53655,45807,0
0.001,0,3680,53663,45783,2
0.812,0,3664,53663,45799,0
0.813,0,3664,53663,45791,0
0.814,0,3696,53663,45775,0
0.001,0,3664,53639,45775,7
0.815,0,3664,53647,45791,0
0.816,0,3664,53647,45799,0
0.817,0,3648,53671,45799,0
0.001,0,3664,53639,45815,2
0.818,0,3664,53647,45775,5
0.819,0,3664,53663,45767,0
0.82,0,3680,53671,45783,6
0.001,0,3664,53647,45791,0
0.821,0,3664,53679,45791,0
0.822,0,3664,53655,45783,0
0.823,0,3680,53679,45775,0
0.001,0,3648,53663,45783,0
0.824,0,3648,53663,45775,0
0.825,0,3664,53679,45791,0
0.826,0,3696,53671,45791,0
0.001,0,3648,53663,45799,0
0.827,0,3648,53663,45783,0
0.828,0,3664,53639,45799,0
0.829,0,3680,53663,45791,0
0.001,0,3680,53647,45783,0
0.83,0,3680,53671,45791,0
0.831,0,3680,53679,45775,0
0.832,0,3696,53647,45807,0
0.001,0,3664,53655,45799,3
0.833,0,3648,53671,45807,0
0.834,0,3680,53663,45783,0
0.835,0,3696,53647,45799,5
0.001,0,3680,53647,45799,0
0.836,0,3648,53655,45799,0
0.837,0,3664,53639,45799,0
0.838,0,3696,53623,45783,0
0.001,0,3648,53655,45775,0
0.839,0,3680,53663,45807,0
0.84,0,3664,53647,45799,0
0.841,0,3664,53655,45799,0
0.001,0,3664,53663,45791,0
0.842,0,3680,53655,45775,0
0.843,0,3696,53647,45775,0
0.844,0,3648,53663,45791,0
0.001,0,3664,53655,45791,0
0.845,0,3664,53671,45791,0
0.846,0,3680,53655,45791,0
0.847,0,3664,53655,45767,0
0.001,0,3584,53671,45775,0
0.848,0,3664,53655,45807,0
0.849,0,3632,53671,45791,0
0.85,0,3648,53655,45783,0
0.001,0,3664,53647,45775,0
0.851,0,3664,53655,45815,0
0.852,0,3648,53655,45799,0
0.853,0,3664,53671,45791,0
0.001,0,3664,53671,45783,0
0.854,0,3664,53671,45783,0
0.855,0,3664,53679,45799,0
0.856,0,3680,53663,45791,0
0.001,0,3680,53671,45791,5
0.857,0,3664,53663,45775,0
0.858,0,3664,53655,45783,1
0.859,0,3664,53687,45775,0
0.001,0,3680,53671,45791,0
0.86,0,3664,53663,45783,0
0.861,0,3664,53655,45775,0
0.862,0,3648,53647,45783,0
0.001,0,3664,53663,45807,0
0.863,0,3664,53647,45807,0
0.864,0,3664,53663,45775,0
0.865,0,3664,53647,45791,0
0.001,0,3696,53679,45767,0
0.866,0,3664,53655,45767,1
0.867,0,3664,53663,45791,0
0.868,0,3648,53647,45799,0
0.001,0,3664,53631,45783,0
0.869,0,3648,53663,45775,0
0.87,0,3664,53639,45775,0
0.871,0,3664,53647,45783,0
0.001,0,3664,53671,45791,0
0.872,0,3664,53647,45783,0
0.873,0,3664,53679,45799,0
0.874,0,3664,53663,45783,0
0.001,0,3632,53639,45767,0
0.875,0,3648,53631,45775,0
0.876,0,3632,53639,45767,0
0.877,0,3632,53671,45775,2
0.001,0,3696,53647,45783,5
0.878,0,3440,53663,45783,0
0.879,0,3664,53671,45791,0
0.88,0,3664,53647,45775,0
0.001,0,3696,53655,45783,0
0.881,0,3664,53671,45759,4
0.882,0,3696,53671,45775,0
0.883,0,3664,53655,45783,0
0.001,0,3664,53655,45767,0
0.884,0,3664,53663,45799,0
0.885,0,3632,53671,45767,0
0.886,0,3664,53631,45767,0
0.001,0,3664,53671,45791,0
0.887,0,3696,53663,45751,0
0.888,0,3696,53647,45791,0
0.889,0,3664,53639,45791,0
0.001,0,3664,53663,45799,0
0.89,0,3648,53655,45759,0
0.891,0,3696,53631,45807,0
0.892,0,3696,53663,45783,0
0.001,0,3664,53663,45775,0
0.893,0,3664,53639,45791,0
0.894,0,3664,53647,45775,2
0.895,0,3664,53647,45783,0
0.001,0,3312,53631,45799,0
0.896,0,3664,53639,45775,0
0.897,0,3648,53655,45759,1
0.898,0,3696,53647,45791,0
0.001,0,3664,53663,45799,0
0.899,0,3664,53663,45807,0
0.9,0,3696,53655,45791,0
0.901,0,3664,53647,45791,0
0.001,0,3744,53671,45775,0
0.902,0,3632,53671,45767,0
0.903,0,3680,53655,45783,0
0.904,0,3696,53695,45791,0
0.001,0,3648,53775,45815,1
0.905,0,3664,53799,45863,0
0.906,0,3664,53807,45927,0
0.907,0,3632,53807,45943,0
0.001,0,3664,53823,45943,0
0.908,0,3664,53807,45975,0
0.909,0,3680,53791,45935,0
0.91,0,3664,53743,45959,0
0.001,0,3696,53735,45911,0
0.911,0,3664,53719,45887,0
0.912,0,3664,53711,45871,0
0.913,0,3664,53711,45831,0
0.001,0,3648,53687,45839,0
0.914,0,3664,53711,45815,0
0.915,0,3696,53703,45807,0
0.916,0,3664,53719,45815,0
0.001,0,3664,53695,45807,2
0.917,0,3632,53727,45791,0
0.918,0,3696,53687,45791,0
0.919,0,3696,53727,45807,0
0.001,0,3632,53703,45799,0
0.92,0,3664,53727,45799,0
0.921,0,3696,53719,45799,5
0.922,0,3696,53703,45775,0
0.001,0,3696,53687,45775,0
0.923,0,3664,53679,45759,0
0.924,0,3664,53719,45759,0
0.925,0,3664,53687,45743,0
0.001,0,3664,53671,45751,0
0.926,0,3712,53647,45711,0
0.927,0,3648,53663,45719,0
0.928,0,3664,53671,45695,0
0.001,0,3648,53671,45719,0
0.929,0,3632,53655,45711,0
0.93,0,3664,53647,45711,0
0.931,0,3664,53631,45687,11
0.001,0,3664,53631,45711,0
0.932,0,3664,53639,45687,0
0.933,0,3664,53631,45671,0
0.934,0,3664,53607,45639,0
0.001,0,3680,53639,45655,3
0.935,0,3664,53607,45647,0
0.936,0,3696,53591,45647,0
0.937,0,3664,53615,45647,0
0.001,0,3664,53607,45631,0
0.938,0,3664,53591,45631,0
0.939,0,3664,53599,45591,0
0.94,0,3696,53591,45615,0
0.001,0,3664,53575,45607,0
0.941,0,3664,53583,45599,0
0.942,0,3664,53567,45599,0
0.943,0,3664,53559,45591,0
0.001,0,3664,53567,45599,0
0.944,0,3664,53567,45567,0
0.945,0,3664,53551,45575,0
0.946,0,3680,53567,45575,0
0.001,0,3648,53543,45567,7
0.947,0,3664,53543,45575,1
0.948,0,3664,53535,45527,0
0.949,0,3680,53519,45551,0
0.001,0,3664,53535,45551,0
0.95,0,3664,53551,45543,0
0.951,0,3664,53535,45519,0
0.952,0,3648,53527,45495,0
0.001,0,3696,53527,45503,0
0.953,0,3664,53495,45503,0
0.954,0,3664,53519,45495,0
0.955,0,3632,53503,45495,0
0.001,0,3664,53527,45503,0
0.956,0,3664,53519,45503,0
0.957,0,3664,53527,45495,0
0.958,0,3648,53519,45495,0
0.001,0,3664,53503,45535,0
0.959,0,3664,53511,45511,3
0.96,0,3664,53535,45527,2
0.961,0,3664,53543,45535,0
0.001,0,3664,53535,45543,0
0.962,0,3664,53527,45551,0
0.963,0,3664,53551,45567,0
0.964,0,3664,53551,45575,0
0.001,0,3696,53543,45607,0
0.965,0,3664,53551,45591,0
0.966,0,3664,53551,45623,0
0.967,0,3680,53591,45599,0
0.001,0,3664,53591,45647,2
0.968,0,3664,53591,45647,0
0.969,0,3696,53567,45639,0
0.97,0,3664,53607,45647,0
0.001,0,3664,53591,45647,0
0.971,0,3648,53607,45663,0
0.972,0,3664,53583,45639,0
0.973,0,3664,53583,45655,0
0.001,0,3664,53599,45655,0
0.974,0,3664,53591,45655,0
0.975,0,3664,53599,45687,0
0.976,0,3664,53583,45655,0
0.001,0,3664,53591,45663,0
0.977,0,3696,53591,45655,0
0.978,0,3664,53583,45655,0
0.979,0,3696,53607,45679,0
0.001,0,3648,53599,45687,0
0.98,0,3648,53599,45703,2
0.981,0,3664,53591,45679,0
0.982,0,3664,53599,45687,0
0.001,0,3680,53631,45703,0
0.983,0,3664,53623,45679,0
0.984,0,3664,53623,45703,0
0.985,0,3664,53615,45695,8
0.001,0,3648,53607,45687,0
0.986,0,3696,53623,45703,3
0.987,0,3680,53591,45703,0
0.988,0,3664,53623,45703,0
0.001,0,3696,53631,45719,0
0.989,0,3648,53623,45719,0
0.99,0,3664,53631,45727,0
0.991,0,3680,53607,45743,0
0.001,0,3664,53615,45735,0
0.992,0,3648,53615,45727,0
0.993,0,3664,53615,45743,2
0.994,0,3680,53623,45727,0
0.001,0,3664,53623,45751,0
0.995,0,3696,53639,45719,0
0.996,0,3664,53623,45703,3
0.997,0,3632,53623,45719,0
0.001,0,3664,53623,45719,0
0.998,0,3680,53639,45719,0
0.999,0,3696,53607,45743,0
1,0,3664,53623,45727,0
0.001,0,3664,53599,45711,0
1.001,0,3648,53615,45711,0
1.002,0,3696,53623,45719,0
1.003,0,3632,53639,45743,0
0.001,0,3664,53639,45703,0
1.004,0,3680,53631,45719,0
1.005,0,3664,53623,45695,0
1.006,0,3680,53623,45719,0
0.001,0,3664,53631,45719,0
1.007,0,3648,53639,45719,0
1.008,0,3664,53583,45711,0
1.009,0,3680,53615,45727,0
0.001,0,3696,53599,45711,0
1.01,0,3664,53623,45695,0
1.011,0,3664,53615,45703,0
1.012,0,3648,53599,45719,0
0.001,0,3696,53607,45711,0
1.013,0,3648,53599,45687,1
1.014,0,3664,53615,45679,0
1.015,0,3664,53607,45679,0
0.001,0,3664,53607,45695,0
1.016,0,3664,53615,45703,0
1.017,0,3664,53583,45679,0
1.018,0,3664,53599,45687,2
0.001,0,3696,53607,45679,0
1.019,0,3680,53599,45695,0
1.02,0,3664,53599,45671,3
1.021,0,3680,53607,45703,0
0.001,0,3664,53607,45655,0
1.022,0,3680,53607,45687,0
1.023,0,3680,53615,45663,0
1.024,0,3648,53615,45695,0
0.001,0,3664,53599,45703,0
1.025,0,3664,53575,45671,0
1.026,0,3664,53575,45687,0
1.027,0,3664,53583,45663,0
0.001,0,3664,53615,45703,0
1.028,0,3664,53607,45679,0
1.029,0,3664,53591,45687,0
1.03,0,3664,53607,45695,0
0.001,0,3680,53583,45687,0
1.031,0,3664,53599,45687,0
1.032,0,3696,53591,45695,0
1.033,0,3696,53599,45695,0
0.001,0,3696,53591,45679,0
1.034,0,3664,53607,45711,2
1.035,0,3664,53615,45687,0
1.036,0,3664,53607,45711,0
0.001,0,3664,53607,45695,0
1.037,0,3680,53591,45679,0
1.038,0,3664,53599,45671,0
1.039,0,3680,53607,45687,0
0.001,0,3664,53615,45703,0
1.04,0,3664,53591,45703,0
1.041,0,3696,53607,45687,0
1.042,0,3664,53607,45703,3
0.001,0,3632,53591,45679,0
1.043,0,3664,53607,45727,0
1.044,0,3664,53599,45695,0
1.045,0,3664,53631,45703,5
0.001,0,3664,53623,45711,0
1.046,0,3696,53599,45727,0
1.047,0,3664,53631,45711,0
1.048,0,3664,53647,45703,0
0.001,0,3664,53615,45743,0
1.049,0,3696,53615,45719,0
1.05,0,3664,53599,45743,0
1.051,0,3696,53607,45735,0
0.001,0,3664,53639,45727,0
1.052,0,3664,53647,45735,0
1.053,0,3664,53647,45719,0
1.054,0,3664,53631,45727,0
0.001,0,3664,53639,45735,0
1.055,0,3664,53623,45743,0
1.056,0,3664,53639,45743,0
1.057,0,3664,53623,45711,0
0.001,0,3664,53607,45719,0
1.058,0,3696,53639,45751,0
1.059,0,3680,53631,45703,0
1.06,0,3664,53623,45703,0
0.001,0,3664,53615,45735,0
1.061,0,3664,53647,45735,0
1.062,0,3664,53631,45735,0
1.063,0,3664,53639,45735,0
0.001,0,3696,53631,45719,0
1.064,0,3664,53639,45719,0
1.065,0,3664,53599,45727,0
1.066,0,3664,53631,45743,0
0.001,0,3680,53631,45735,0
1.067,0,3664,53623,45751,0
1.068,0,3664,53615,45735,0
1.069,0,3664,53631,45719,0
0.001,0,3664,53623,45719,0
1.07,0,3664,53599,45727,0
1.071,0,3664,53631,45727,0
1.072,0,3664,53631,45719,9
0.001,0,3664,53615,45743,0
1.073,0,3664,53623,45719,0
1.074,0,3696,53639,45711,0
1.075,0,3664,53623,45743,0
0.001,0,3664,53599,45735,0
1.076,0,3696,53623,45735,0
1.077,0,3632,53631,45735,0
1.078,0,3664,53607,45727,0
0.001,0,3664,53623,45735,0
1.079,0,3664,53623,45711,0
1.08,0,3664,53631,45735,0
1.081,0,3680,53623,45743,1
0.001,0,3696,53615,45735,0
1.082,0,3648,53607,45703,0
1.083,0,3680,53631,45727,0
1.084,0,3664,53647,45735,0
0.001,0,3664,53631,45727,0
1.085,0,3664,53631,45743,0
1.086,0,3664,53623,45727,0
1.087,0,3664,53623,45743,0
0.001,0,3648,53639,45719,0
1.088,0,3664,53599,45759,0
1.089,0,3664,53631,45751,0
1.09,0,3632,53647,45735,0
0.001,0,3664,53615,45751,0
1.091,0,3664,53631,45727,0
1.092,0,3664,53631,45727,0
1.093,0,3680,53639,45751,0
0.001,0,3664,53639,45751,0
1.094,0,3664,53639,45743,0
1.095,0,3680,53623,45767,0
1.096,0,3664,53631,45751,0
0.001,0,3680,53639,45751,0
1.097,0,3664,53639,45735,0
1.098,0,3664,53647,45751,0
1.099,0,3664,53639,45727,0
0.001,0,3680,53639,45751,0
1.1,0,3664,53607,45759,0
1.101,0,3632,53655,45775,4
1.102,0,3664,53631,45799,0
0.001,0,3648,53623,45751,0
1.103,0,3680,53639,45799,0
1.104,0,3696,53639,45751,0
1.105,0,3664,53639,45767,0
0.001,0,3680,53631,45743,0
1.106,0,3664,53631,45743,0
1.107,0,3696,53647,45759,0
1.108,0,3664,53639,45767,0
0.001,0,3680,53671,45783,0
1.109,0,3664,53639,45767,0
1.11,0,3664,53655,45783,0
1.111,0,3648,53671,45775,0
0.001,0,3680,53647,45767,0
1.112,0,3680,53639,45807,0
1.113,0,3664,53647,45775,0
1.114,0,3696,53623,45783,0
0.001,0,3664,53631,45767,0
1.115,0,3680,53647,45759,0
1.116,0,3664,53655,45783,0
1.117,0,3664,53663,45759,0
0.001,0,3664,53647,45783,0
1.118,0,3664,53639,45775,0
1.119,0,3664,53639,45775,0
1.12,0,3664,53631,45791,0
0.001,0,3680,53663,45791,0
1.121,0,3664,53647,45791,0
1.122,0,3664,53663,45791,0
1.123,0,3680,53655,45775,0
0.001,0,3664,53647,45775,0
1.124,0,3664,53623,45791,0
1.125,0,3664,53647,45775,0
1.126,0,3696,53647,45783,0
0.001,0,3664,53631,45767,0
1.127,0,3664,53663,45791,0
1.128,0,3664,53647,45767,0
1.129,0,3664,53639,45767,0
0.001,0,3664,53639,45775,0
1.13,0,3664,53639,45791,0
1.131,0,3680,53639,45783,0
1.132,0,3664,53631,45775,0
0.001,0,3664,53623,45799,0
1.133,0,3664,53647,45783,0
1.134,0,3696,53663,45807,0
1.135,0,3664,53655,45783,0
0.001,0,3664,53647,45799,0
1.136,0,3664,53671,45799,0
1.137,0,3680,53663,45783,5
1.138,0,3664,53639,45775,0
0.001,0,3664,53639,45783,2
1.139,0,3680,53647,45799,0
1.14,0,3664,53639,45767,1
1.141,0,3696,53639,45791,0
0.001,0,3680,53655,45791,0
1.142,0,3648,53655,45775,0
1.143,0,3664,53623,45783,0
1.144,0,3648,53631,45791,0
0.001,0,3664,53639,45791,0
1.145,0,3696,53647,45791,0
1.146,0,3680,53623,45783,0
1.147,0,3664,53639,45775,0
0.001,0,3664,53655,45759,0
1.148,0,3664,53655,45775,4
1.149,0,3664,53639,45791,12
1.15,0,3664,53671,45759,0
0.001,0,3664,53663,45807,0
1.151,0,3648,53663,45775,4
1.152,0,3664,53647,45791,0
1.153,0,3664,53663,45783,0
0.001,0,3664,53639,45783,0
1.154,0,3664,53647,45791,1
1.155,0,3680,53655,45775,0
1.156,0,3664,53671,45775,0
0.001,0,3664,53671,45791,0
1.157,0,3664,53623,45783,0
1.158,0,3664,53663,45775,0
1.159,0,3664,53631,45775,0
0.001,0,3664,53647,45767,0
1.16,0,3664,53655,45775,0
1.161,0,3664,53639,45775,0
1.162,0,3664,53639,45767,0
0.001,0,3664,53631,45783,0
1.163,0,3648,53663,45791,0
1.164,0,3664,53655,45767,0
1.165,0,3680,53631,45791,5
0.001,0,3664,53655,45775,0
1.166,0,3680,53671,45799,0
1.167,0,3664,53663,45807,0
1.168,0,3664,53639,45759,0
0.001,0,3696,53655,45799,2
1.169,0,3664,53655,45799,0
1.17,0,3664,53671,45775,0
1.171,0,3664,53655,45783,0
0.001,0,3696,53679,45775,0
1.172,0,3664,53671,45791,0
1.173,0,3664,53663,45783,0
1.174,0,3664,53647,45791,0
0.001,0,3664,53671,45807,0
1.175,0,3664,53671,45807,0
1.176,0,3680,53647,45775,0
1.177,0,3680,53663,45759,0
0.001,0,3664,53679,45799,0
1.178,0,3680,53687,45799,0
1.179,0,3696,53647,45775,0
1.18,0,3648,53647,45799,0
0.001,0,3664,53639,45799,0
1.181,0,3648,53647,45775,0
1.182,0,3664,53639,45791,0
1.183,0,3696,53647,45799,0
0.001,0,3696,53623,45783,0
1.184,0,3664,53671,45791,0
1.185,0,3680,53639,45791,4
1.186,0,3664,53663,45799,0
0.001,0,3664,53639,45775,2
1.187,0,3664,53647,45783,0
1.188,0,3664,53655,45791,0
1.189,0,3664,53655,45791,0
0.001,0,3680,53671,45791,2
1.19,0,3664,53647,45775,0
1.191,0,3664,53663,45775,0
1.192,0,3664,53663,45775,0
0.001,0,3664,53639,45767,2
1.193,0,3696,53671,45775,0
1.194,0,3664,53671,45775,0
1.195,0,3680,53655,45775,0
0.001,0,3664,53671,45767,0
1.196,0,3664,53623,45759,0
1.197,0,3664,53631,45759,0
1.198,0,3664,53647,45775,2
0.001,0,3664,53647,45783,0
1.199,0,3680,53639,45783,0
1.2,0,3664,53639,45799,0
1.201,0,3664,53679,45791,0
0.001,0,3664,53631,45759,0
1.202,0,3648,53647,45775,0
1.203,0,3696,53631,45791,0
1.204,0,3632,53639,45783,0
0.001,0,3664,53655,45743,0
1.205,0,3680,53671,45759,0
1.206,0,3664,53631,45783,2
1.207,0,3664,53631,45743,0
0.001,0,3664,53639,45775,0
1.208,0,3648,53639,45775,0
1.209,0,3680,53647,45767,0
1.21,0,3664,53663,45783,0
0.001,0,3696,53647,45783,0
1.211,0,3664,53639,45791,0
1.212,0,3680,53655,45767,0
1.213,0,3664,53671,45767,3
0.001,0,3664,53663,45783,0
1.214,0,3664,53655,45783,0
1.215,0,3664,53639,45783,1
1.216,0,3680,53639,45783,0
0.001,0,3664,53663,45767,0
1.217,0,3664,53671,45751,0
1.218,0,3664,53655,45775,0
1.219,0,3664,53655,45775,0
0.001,0,3648,53663,45759,0
1.22,0,3664,53655,45759,3
1.221,0,3680,53647,45783,0
1.222,0,3664,53663,45783,0
0.001,0,3664,53663,45791,0
1.223,0,3632,53639,45759,0
1.224,0,3664,53671,45759,0
1.225,0,3680,53639,45767,5
0.001,0,3664,53647,45759,6
1.226,0,3664,53647,45783,0
1.227,0,3664,53631,45775,0
1.228,0,3664,53639,45775,2
0.001,0,3664,53631,45767,0
