Time-stamp,Pressure_Cuff_Signal,Green_PPG_Signal,iR_signal,Red_Signal,FSR
16.649,11440,21072,53055,44383,3240
16.65,11440,21088,53087,44391,3247
16.651,11440,21072,53047,44375,3248
0.001,11440,21104,53063,44383,3243
16.652,11440,21072,53087,44359,3247
16.653,11456,21072,53071,44383,3230
16.654,11408,21088,53055,44367,3245
0.001,11440,21104,53047,44351,3247
16.655,11456,21104,53063,44367,3245
16.656,11440,21088,53063,44375,3245
16.657,11456,21104,53023,44367,3231
0.001,11440,21088,53055,44343,3244
16.658,11472,21120,53055,44359,3243
16.659,11440,21104,53063,44343,3246
16.66,11440,21088,53039,44367,3241
0.001,11472,21104,53047,44367,3229
16.661,11440,21104,53063,44343,3245
16.662,11440,21072,53031,44359,3243
16.663,11440,21072,53055,44351,3243
0.001,11440,21088,53039,44351,3231
16.664,11472,21072,53055,44351,3241
16.665,11440,21072,53063,44335,3241
16.666,11440,21056,53055,44335,3243
0.001,11472,21088,53031,44327,3244
16.667,11472,21040,53031,44343,3230
16.668,11472,21056,53039,44335,3241
16.669,11456,21088,53063,44319,3245
0.001,11472,21072,53063,44343,3243
16.67,11472,21088,53047,44327,3245
16.671,11472,21072,53039,44335,3228
16.672,11456,21104,53047,44335,3245
0.001,11472,21104,53055,44295,3239
16.673,11440,21072,53047,44311,3241
16.674,11456,21088,53063,44327,3245
16.675,11472,21040,53047,44303,3231
0.001,11472,21056,53055,44295,3239
16.676,11440,21072,53023,44319,3243
16.677,11472,21056,53047,44295,3239
16.678,11440,21072,53023,44311,3220
0.001,11472,21072,53055,44295,3225
16.679,11456,21072,53039,44311,3243
16.68,11440,20944,53015,44303,3237
16.681,11440,20976,53023,44319,3243
0.001,11440,21040,53039,44303,3241
16.682,11440,20976,53023,44303,3224
16.683,11440,20976,53023,44311,3238
16.684,11472,20976,53031,44295,3239
0.001,11440,20976,53023,44287,3241
16.685,11456,20992,53015,44303,3242
16.686,11440,21072,53015,44303,3227
16.687,11472,21072,53015,44295,3241
0.001,11472,21072,53015,44287,3241
16.688,11440,21088,53047,44303,3240
16.689,11440,21072,53007,44279,3241
16.69,11472,20992,52999,44295,3229
0.001,11472,20976,53015,44295,3239
16.691,11440,20976,53023,44295,3238
16.692,11424,20976,53023,44303,3237
16.693,11440,21040,53015,44287,3237
0.001,11424,20976,53015,44271,3223
16.694,11440,20976,53015,44271,3235
16.695,11424,20976,53031,44287,3237
16.696,11440,20960,53031,44287,3254
0.001,11504,20944,53039,44279,3223
16.697,11408,20976,53023,44287,3230
16.698,11440,20976,53015,44279,3231
16.699,11440,20960,52999,44263,3227
0.001,11440,20944,53031,44295,3231
16.7,11440,20976,53015,44263,3226
16.701,11440,21040,52991,44271,3231
16.702,11440,20992,52999,44271,3236
0.001,11408,20976,53023,44279,3239
16.703,11488,21040,52999,44279,3236
16.704,11456,20976,53015,44263,3221
16.705,11472,20976,53007,44247,3235
0.001,11456,20976,52999,44247,3231
16.706,11472,20976,52999,44255,3231
16.707,11456,20944,53015,44247,3235
16.708,11456,20960,52999,44263,3221
0.001,11440,20944,52999,44239,3235
16.709,11424,20976,52991,44247,3229
16.71,11440,20944,53007,44247,3232
16.711,11440,20944,52983,44247,3240
0.001,11472,20912,53007,44239,3220
16.712,11440,20944,52999,44271,3231
16.713,11456,20912,53023,44255,3231
16.714,11472,20912,52999,44247,3235
0.001,11456,20896,53031,44239,3235
16.715,11440,20976,53007,44239,3217
16.716,11440,21040,53015,44239,3227
16.717,11472,20976,52991,44255,3239
0.001,11456,20976,52991,44231,3235
16.718,11408,20976,53015,44239,3235
16.719,11440,20944,52999,44255,3223
16.72,11472,20976,52983,44247,3231
0.001,11440,20976,53007,44223,3234
16.721,11440,20960,53007,44231,3231
16.722,11440,20976,52999,44215,3231
16.723,11440,20960,52999,44239,3221
0.001,11440,20928,52975,44215,3237
16.724,11440,20944,52999,44239,3235
16.725,11440,20944,52991,44247,3227
16.726,11456,20912,53031,44223,3236
0.001,11408,20912,53007,44231,3215
16.727,11408,20912,52983,44223,3228
16.728,11424,20880,52991,44231,3230
16.729,11392,20880,52999,44223,3231
0.001,11472,20912,52983,44223,3224
16.73,11440,20944,52983,44223,3221
16.731,11424,20976,52991,44199,3226
16.732,11456,20976,52991,44231,3231
0.001,11504,20976,53007,44223,3231
16.733,11456,20960,52991,44231,3221
16.734,11440,20976,52991,44207,3229
16.735,11440,20976,52983,44215,3235
0.001,11456,20976,52999,44215,3231
16.736,11472,20944,52991,44223,3236
16.737,11440,20976,52991,44207,3221
16.738,11456,20960,52975,44223,3227
0.001,11440,20944,52983,44215,3232
16.739,11472,20960,52983,44207,3228
16.74,11440,20976,52991,44231,3227
16.741,11456,20944,52983,44231,3221
0.001,11408,20944,52991,44215,3229
16.742,11440,20912,52975,44231,3231
16.743,11440,20912,52975,44207,3227
16.744,11472,20912,52999,44231,3231
0.001,11440,20928,52991,44207,3215
16.745,11424,20960,52959,44215,3231
16.746,11440,20976,52959,44215,3231
16.747,11440,20976,52959,44199,3228
0.001,11472,20976,52991,44215,3230
16.748,11504,20976,52959,44191,3221
16.749,11456,20976,52975,44199,3230
16.75,11440,20976,52967,44215,3231
0.001,11472,20944,52959,44199,3231
16.751,11472,20976,52999,44199,3230
16.752,11472,20976,52983,44175,3223
16.753,11456,20976,52959,44207,3231
0.001,11456,20976,53007,44199,3231
16.754,11440,20944,52983,44215,3229
16.755,11472,20976,52999,44159,3231
16.756,11472,20976,52999,44199,3212
0.001,11472,20976,52967,44183,3228
16.757,11440,20976,52975,44167,3229
16.758,11440,20960,52975,44175,3231
16.759,11456,20976,52975,44215,3230
0.001,11440,20976,52967,44183,3223
16.76,11440,20976,52943,44199,3228
16.761,11456,20976,52967,44199,3229
16.762,11440,20976,52951,44175,3232
0.001,11440,20976,52967,44175,3231
16.763,11456,20976,52967,44183,3221
16.764,11408,20976,52959,44167,3225
16.765,11440,20976,52975,44183,3229
0.001,11472,20960,52967,44191,3231
16.766,11472,20992,52967,44151,3231
16.767,11472,20976,52975,44167,3214
16.768,11408,20992,52951,44167,3231
0.001,11456,20976,52967,44191,3231
16.769,11440,20976,52967,44159,3229
16.77,11456,20960,52935,44183,3231
16.771,11456,20976,52959,44167,3215
0.001,11472,20976,52967,44191,3227
16.772,11456,20976,52935,44175,3235
16.773,11408,20976,52959,44191,3231
16.774,11472,20976,52967,44167,3220
0.001,11456,20944,52951,44151,3223
16.775,11440,20944,52951,44159,3235
16.776,11456,21040,52935,44143,3229
16.777,11440,21040,52959,44175,3236
0.001,11456,20976,52959,44167,3220
16.778,11440,20976,52959,44183,3217
16.779,11440,20976,52959,44151,3231
16.78,11472,21040,52951,44175,3237
0.001,11440,20976,52959,44167,3229
16.781,11440,21024,52975,44159,3223
16.782,11440,20976,52959,44167,3221
16.783,11472,20976,52935,44159,3229
0.001,11456,20976,52975,44167,3229
16.784,11456,21024,52983,44151,3235
16.785,11440,20976,52951,44175,3221
16.786,11472,20976,52943,44167,3228
0.001,11472,20976,52943,44159,3237
16.787,11440,20976,52951,44175,3227
16.788,11440,20976,52967,44175,3229
16.789,11440,20944,52951,44135,3219
0.001,11472,20976,52951,44167,3229
16.79,11424,20976,52919,44143,3229
16.791,11440,20976,52959,44175,3227
16.792,11440,20976,52951,44167,3231
0.001,11440,20992,52951,44159,3219
16.793,11440,20976,52943,44159,3226
16.794,11408,20976,52943,44127,3230
16.795,11472,21040,52943,44143,3235
0.001,11440,20976,52975,44159,3235
16.796,11440,20976,52967,44167,3223
16.797,11472,20976,52935,44159,3224
16.798,11440,20976,52959,44135,3229
0.001,11456,20976,52951,44143,3232
16.799,11440,20992,52943,44135,3235
16.8,11440,20960,52935,44143,3219
16.801,11440,21040,52951,44143,3229
0.001,11472,20944,52951,44143,3229
16.802,11472,20976,52951,44159,3229
16.803,11408,20976,52943,44167,3223
16.804,11440,20944,52951,44135,3229
0.001,11440,20976,52943,44135,3229
16.805,11440,20976,52959,44111,3227
16.806,11504,20976,52927,44127,3235
16.807,11440,20976,52959,44143,3213
0.001,11440,20976,52935,44143,3228
16.808,11456,20992,52943,44151,3230
16.809,11440,21040,52935,44127,3229
16.81,11472,20976,52959,44143,3231
0.001,11440,20976,52935,44087,3219
16.811,11440,20976,52935,44127,3228
16.812,11408,21040,52951,44135,3225
16.813,11440,21040,52951,44151,3225
0.001,11440,20976,52959,44143,3231
16.814,11472,20976,52919,44143,3221
16.815,11440,20976,52927,44159,3239
16.816,11440,20976,52951,44127,3229
0.001,11440,20976,52943,44119,3229
16.817,11440,20960,52959,44119,3231
16.818,11472,20960,52919,44119,3220
16.819,11472,20912,52919,44143,3229
0.001,11456,20928,52919,44119,3231
16.82,11440,20912,52935,44135,3231
16.821,11472,20960,52951,44143,3231
16.822,11408,20976,52943,44119,3211
0.001,11456,20976,52935,44143,3227
16.823,11456,20976,52911,44127,3229
16.824,11440,20976,52919,44127,3231
16.825,11376,20976,52935,44143,3231
0.001,11440,20976,52935,44135,3217
16.826,11456,20976,52935,44103,3225
16.827,11408,20976,52935,44127,3225
16.828,11456,20976,52935,44135,3227
0.001,11488,20960,52911,44111,3229
16.829,11456,20960,52919,44119,3212
16.83,11440,20976,52959,44111,3227
16.831,11456,20960,52935,44111,3225
0.001,11472,20928,52935,44111,3228
16.832,11456,20912,52951,44135,3229
16.833,11408,20944,52919,44095,3219
16.834,11440,20912,52927,44119,3229
0.001,11472,20912,52959,44095,3229
16.835,11440,20912,52935,44143,3229
16.836,11456,20944,52927,44087,3217
16.837,11472,20944,52919,44119,3215
0.001,11440,20944,52935,44087,3235
16.838,11472,20976,52951,44119,3229
16.839,11440,20960,52951,44111,3225
16.84,11472,20976,52927,44111,3219
0.001,11472,20976,52951,44119,3223
16.841,11456,20976,52911,44111,3229
16.842,11456,20944,52927,44111,3235
16.843,11440,20912,52919,44103,3228
0.001,11472,20944,52919,44119,3221
16.844,11472,20944,52919,44071,3224
16.845,11440,20944,52911,44095,3227
16.846,11456,20912,52927,44119,3227
0.001,11472,20912,52935,44071,3225
16.847,11424,20912,52911,44087,3218
16.848,11440,20880,52919,44119,3227
16.849,11456,20912,52927,44111,3227
0.001,11440,20880,52935,44095,3227
16.85,11408,20880,52935,44111,3226
16.851,11440,20896,52911,44111,3219
16.852,11440,20912,52943,44103,3231
0.001,11440,20928,52943,44103,3229
16.853,11472,20944,52951,44103,3230
16.854,11440,20960,52943,44111,3229
16.855,11424,20944,52943,44103,3217
0.001,11440,20944,52927,44103,3230
16.856,11408,20944,52911,44103,3229
16.857,11472,20912,52927,44079,3231
16.858,11424,20912,52935,44103,3229
0.001,11472,20912,52919,44103,3220
16.859,11488,20880,52927,44087,3229
16.86,11472,20896,52911,44087,3212
16.861,11440,20896,52919,44103,3224
0.001,11456,20912,52927,44079,3231
16.862,11440,20880,52919,44079,3215
16.863,11472,20896,52903,44103,3231
16.864,11440,20896,52943,44095,3229
0.001,11440,20880,52911,44079,3227
16.865,11424,20880,52911,44119,3230
16.866,11392,20896,52935,44087,3217
16.867,11440,20880,52911,44095,3229
0.001,11440,20912,52919,44103,3227
16.868,11440,20928,52927,44095,3235
16.869,11472,20912,52911,44095,3237
16.87,11440,20928,52903,44087,3222
0.001,11456,20912,52903,44079,3230
16.871,11440,20944,52927,44095,3227
16.872,11440,20912,52943,44095,3228
16.873,11440,20912,52935,44103,3222
0.001,11472,20880,52919,44095,3220
16.874,11424,20912,52927,44087,3231
16.875,11472,20896,52911,44095,3224
16.876,11472,20912,52935,44087,3222
0.001,11440,20912,52895,44079,3214
16.877,11440,20896,52919,44079,3227
16.878,11472,20896,52927,44055,3227
16.879,11440,20896,52911,44063,3229
0.001,11440,20880,52919,44087,3229
16.88,11472,20864,52919,44095,3214
16.881,11440,20896,52919,44087,3228
16.882,11440,20912,52911,44063,3226
0.001,11472,20896,52919,44087,3230
16.883,11472,20656,52919,44095,3231
16.884,11408,20912,52887,44071,3220
16.885,11472,20880,52903,44095,3229
0.001,11440,20912,52911,44087,3231
16.886,11424,20912,52911,44079,3229
16.887,11440,20880,52895,44087,3235
16.888,11440,20912,52919,44087,3219
0.001,11440,20880,52927,44095,3227
16.889,11456,20864,52887,44047,3223
16.89,11472,20880,52895,44079,3231
16.891,11440,20880,52903,44095,3231
0.001,11472,20880,52911,44087,3215
16.892,11472,20912,52903,44079,3227
16.893,11440,20880,52887,44095,3230
16.894,11440,20880,52919,44071,3229
0.001,11440,20864,52919,44031,3229
16.895,11472,20848,52911,44047,3211
16.896,11376,20848,52935,44071,3228
16.897,11440,20864,52903,44055,3228
0.001,11440,20864,52919,44071,3229
16.898,11408,20864,52911,44071,3231
16.899,11440,20864,52911,44047,3219
16.9,11440,20880,52927,44079,3228
0.001,11408,20912,52911,44063,3228
16.901,11440,20880,52903,44071,3225
16.902,11440,20880,52895,44071,3213
16.903,11440,20880,52903,44063,3217
0.001,11472,20864,52887,44071,3229
16.904,11440,20880,52911,44055,3227
16.905,11440,20864,52903,44063,3235
16.906,11472,20880,52887,44071,3212
0.001,11456,20864,52895,44055,3229
16.907,11456,20848,52903,44047,3228
16.908,11456,20864,52887,44047,3225
16.909,11472,20880,52903,44055,3228
0.001,11440,20848,52895,44071,3223
16.91,11440,20864,52911,44071,3225
16.911,11456,20848,52919,44071,3227
16.912,11456,20864,52887,44047,3229
0.001,11472,20864,52927,44063,3222
16.913,11440,20880,52911,44079,3223
16.914,11440,20880,52871,44071,3228
16.915,11440,20880,52911,44055,3229
0.001,11408,20880,52903,44047,3227
16.916,11456,20880,52879,44047,3230
16.917,11472,20880,52895,44087,3213
16.918,11504,20864,52895,44055,3223
0.001,11456,20848,52903,44023,3226
16.919,11472,20880,52903,44055,3227
16.92,11440,20864,52895,44047,3229
16.921,11472,20864,52911,44055,3213
0.001,11440,20880,52895,44047,3229
16.922,11440,20880,52871,44039,3228
16.923,11440,20864,52887,44047,3229
16.924,11440,20848,52911,44055,3229
0.001,11456,20880,52895,44031,3214
16.925,11440,20864,52895,44023,3229
16.926,11456,20880,52879,44031,3223
16.927,11440,20864,52895,44031,3228
0.001,11440,20848,52895,44031,3229
16.928,11440,20880,52887,44055,3220
16.929,11440,20864,52903,44047,3229
16.93,11440,20880,52887,44055,3225
0.001,11440,20880,52887,44031,3229
16.931,11440,20880,52911,44039,3235
16.932,11440,20880,52911,44055,3219
16.933,11472,20880,52911,44039,3228
0.001,11456,20880,52887,44039,3228
16.934,11408,20864,52887,44055,3229
16.935,11440,20880,52887,44047,3228
16.936,11440,20864,52879,44039,3213
0.001,11456,20864,52879,44047,3231
16.937,11472,20864,52879,44015,3229
16.938,11456,20864,52887,44031,3229
16.939,11456,20880,52871,44007,3231
0.001,11440,20864,52879,44015,3219
16.94,11408,20848,52887,44047,3229
16.941,11456,20848,52895,44039,3228
16.942,11440,20848,52887,44031,3229
0.001,11408,20848,52903,44031,3217
16.943,11440,20848,52871,44047,3211
16.944,11456,20848,52895,44023,3227
16.945,11472,20864,52903,44015,3228
0.001,11440,20864,52871,44007,3228
16.946,11472,20848,52895,43999,3192
16.947,11456,20864,52887,44023,3225
16.948,11488,20864,52887,44015,3227
0.001,11456,20864,52895,44031,3224
16.949,11456,20848,52903,44015,3228
16.95,11440,20848,52887,44015,3220
16.951,11472,20848,52887,44031,3227
0.001,11440,20864,52911,44031,3231
16.952,11472,20864,52879,44047,3229
16.953,11504,20848,52887,44047,3232
16.954,11472,20848,52887,44039,3221
0.001,11440,20832,52871,44015,3229
16.955,11440,20832,52871,44031,3231
16.956,11456,20816,52879,44023,3231
16.957,11440,20816,52903,44031,3231
0.001,11456,20816,52903,44023,3223
16.958,11456,20832,52911,44055,3230
16.959,11456,20848,52879,44023,3231
16.96,11440,20848,52895,44047,3231
0.001,11408,20864,52903,44039,3232
16.961,11440,20848,52903,44039,3220
16.962,11440,20848,52887,44055,3231
16.963,11408,20848,52887,44047,3230
0.001,11472,20880,52903,44063,3229
16.964,11440,20848,52903,44047,3238
16.965,11472,20848,52911,44039,3213
16.966,11456,20848,52911,44055,3232
0.001,11472,20864,52919,44039,3237
16.967,11472,20848,52911,44055,3231
16.968,11456,20848,52919,44079,3236
16.969,11440,20848,52911,44087,3221
0.001,11456,20784,52943,44071,3238
16.97,11440,20784,52927,44071,3238
16.971,11456,20816,52935,44079,3237
16.972,11440,20800,52927,44079,3224
0.001,11456,20784,52927,44087,3231
16.973,11440,20784,52951,44079,3240
16.974,11472,20800,52919,44079,3241
16.975,11440,20816,52919,44111,3242
0.001,11440,20816,52903,44111,3229
16.976,11472,20832,52927,44111,3235
16.977,11440,20816,52951,44119,3241
16.978,11440,20832,52935,44119,3242
0.001,11440,20816,52943,44159,3245
16.979,11440,20816,52951,44127,3235
16.98,11456,20816,52935,44111,3244
16.981,11408,20848,52967,44159,3245
0.001,11424,20800,52943,44143,3245
16.982,11472,20816,52943,44159,3237
16.983,11440,20784,52975,44159,3235
16.984,11440,20784,52983,44159,3253
0.001,11472,20784,52983,44175,3247
16.985,11456,20768,52975,44175,3253
16.986,11472,20784,52959,44143,3253
16.987,11472,20768,52983,44199,3243
0.001,11440,20784,52999,44199,3253
16.988,11472,20784,52975,44215,3255
16.989,11472,20784,52991,44207,3253
16.99,11440,20800,53015,44223,3255
0.001,11424,20816,53015,44207,3243
16.991,11472,20832,52991,44215,3257
16.992,11440,20848,53007,44231,3253
16.993,11456,20848,52999,44223,3257
0.001,11456,20816,53007,44215,3260
16.994,11440,20816,53015,44231,3245
16.995,11440,20784,52991,44239,3257
16.996,11456,20800,52991,44223,3259
0.001,11472,20800,52999,44247,3259
16.997,11424,20784,53031,44263,3259
16.998,11424,20784,53007,44255,3251
16.999,11440,20784,53031,44239,3256
0.001,11440,20816,53031,44263,3257
17,11408,20784,53039,44263,3256
17.001,11440,20784,53023,44247,3262
17.002,11440,20784,53031,44271,3247
0.001,11440,20784,53031,44263,3263
17.003,11440,20784,53047,44279,3261
17.004,11408,20800,53031,44271,3260
17.005,11456,20816,53023,44279,3260
0.001,11472,20816,53039,44271,3251
17.006,11424,20816,53031,44303,3261
17.007,11472,20784,53055,44295,3260
17.008,11440,20816,53047,44311,3259
0.001,11472,20816,53031,44335,3253
17.009,11488,20784,53039,44327,3262
17.01,11440,20800,53047,44311,3263
17.011,11456,20784,53055,44295,3260
0.001,11408,20784,53063,44319,3263
17.012,11440,20784,53047,44303,3253
17.013,11472,20832,53047,44343,3269
17.014,11440,20800,53031,44343,3261
0.001,11440,20784,53063,44327,3262
17.015,11440,20816,53039,44335,3273
17.016,11408,20816,53055,44327,3255
17.017,11440,20784,53047,44343,3259
0.001,11440,20784,53047,44343,3282
17.018,11456,20768,53079,44359,3270
17.019,11440,20784,53071,44327,3272
17.02,11472,20800,53063,44327,3255
0.001,11472,20784,53071,44367,3263
17.021,11440,20816,53071,44343,3271
17.022,11536,20816,53071,44359,3271
17.023,11408,20816,53063,44343,3271
0.001,11472,20800,53063,44351,3256
17.024,11440,20800,53079,44335,3273
17.025,11440,20784,53087,44359,3272
17.026,11440,20816,53071,44359,3269
0.001,11440,20784,53079,44351,3271
17.027,11440,20784,53087,44351,3255
17.028,11440,20784,53087,44335,3271
17.029,11456,20784,53079,44375,3271
0.001,11440,20784,53071,44367,3272
17.03,11456,20800,53063,44351,3273
17.031,11456,20784,53087,44343,3255
17.032,11408,20784,53063,44351,3271
0.001,11440,20784,53079,44383,3272
17.033,11440,20784,53087,44367,3273
17.034,11440,20784,53079,44359,3275
17.035,11440,20784,53095,44375,3256
0.001,11456,20816,53047,44359,3271
17.036,11472,20816,53079,44351,3263
17.037,11440,20848,53095,44351,3271
17.038,11408,20848,53079,44375,3271
0.001,11408,20880,53079,44375,3256
17.039,11440,20880,53087,44383,3272
17.04,11456,20896,53095,44351,3261
17.041,11472,20880,53087,44367,3271
0.001,11472,20912,53103,44375,3273
17.042,11440,20880,53071,44367,3256
17.043,11440,20896,53087,44367,3269
17.044,11440,20896,53095,44375,3273
0.001,11456,20880,53079,44391,3253
17.045,11456,20912,53079,44383,3273
17.046,11440,20912,53071,44351,3256
17.047,11472,20848,53071,44359,3275
0.001,11408,20896,53071,44367,3255
17.048,11440,20912,53103,44367,3274
17.049,11440,20944,53103,44375,3276
17.05,11472,20944,53087,44391,3258
0.001,11440,20976,53119,44351,3275
17.051,11440,20960,53079,44367,3276
17.052,11472,20976,53079,44367,3277
17.053,11440,20976,53079,44367,3261
0.001,11424,20976,53087,44399,3279
17.054,11424,20960,53071,44383,3275
17.055,11440,20976,53071,44383,3277
17.056,11440,20976,53063,44383,3273
0.001,11472,20976,53095,44407,3262
17.057,11456,20976,53095,44391,3279
17.058,11456,21040,53079,44359,3277
17.059,11472,21040,53095,44391,3275
0.001,11456,21056,53095,44399,3276
17.06,11440,21040,53095,44351,3260
17.061,11472,21040,53087,44375,3275
17.062,11456,21040,53079,44391,3274
0.001,11440,21088,53079,44367,3275
17.063,11456,21072,53079,44367,3273
17.064,11424,21120,53111,44407,3259
17.065,11456,21104,53095,44375,3276
0.001,11408,21120,53103,44391,3273
17.066,11440,21104,53087,44375,3277
17.067,11408,21152,53103,44375,3278
17.068,11472,21136,53079,44367,3260
0.001,11456,21136,53095,44391,3277
17.069,11392,21184,53095,44375,3277
17.07,11424,21168,53063,44375,3277
17.071,11440,21168,53087,44383,3277
0.001,11440,21200,53103,44391,3259
17.072,11440,21232,53111,44367,3277
17.073,11472,21216,53087,44375,3277
17.074,11440,21248,53095,44399,3277
0.001,11472,21312,53095,44391,3273
17.075,11440,21296,53071,44399,3259
17.076,11440,21296,53095,44383,3272
17.077,11472,21328,53079,44399,3273
0.001,11472,21328,53071,44391,3273
17.078,11456,21296,53095,44359,3274
17.079,11440,21328,53079,44399,3259
17.08,11408,21328,53071,44375,3275
0.001,11392,21360,53063,44383,3273
17.081,11440,21360,53071,44351,3273
17.082,11440,21360,53055,44375,3257
17.083,11440,21360,53095,44359,3269
0.001,11440,21360,53079,44383,3276
17.084,11472,21376,53095,44375,3275
17.085,11440,21376,53095,44399,3277
17.086,11440,21392,53063,44383,3261
0.001,11440,21392,53063,44391,3279
17.087,11440,21392,53079,44375,3273
17.088,11456,21392,53063,44367,3271
17.089,11472,21424,53095,44367,3276
0.001,11440,21424,53071,44359,3257
17.09,11472,21424,53071,44359,3273
17.091,11440,21424,53071,44367,3275
17.092,11456,21424,53087,44335,3273
0.001,11440,21440,53079,44359,3273
17.093,11504,21424,53063,44359,3261
17.094,11440,21424,53079,44367,3271
17.095,11456,21424,53079,44367,3272
0.001,11472,21440,53063,44351,3269
17.096,11472,21600,53095,44367,3277
17.097,11472,21456,53087,44359,3261
17.098,11472,21440,53071,44367,3271
0.001,11440,21440,53071,44335,3274
17.099,11440,21456,53071,44327,3273
17.1,11472,21456,53055,44351,3257
17.101,11408,21456,53055,44335,3259
0.001,11424,21456,53055,44343,3273
17.102,11440,21472,53079,44335,3273
17.103,11472,21472,53071,44367,3273
17.104,11440,21456,53063,44335,3260
0.001,11424,21456,53047,44343,3262
17.105,11472,21488,53063,44343,3269
17.106,11472,21488,53063,44319,3264
17.107,11408,21584,53063,44335,3269
0.001,11440,21584,53055,44319,3259
17.108,11472,21584,53047,44335,3255
17.109,11472,21600,53047,44343,3272
17.11,11424,21616,53039,44311,3271
0.001,11472,21616,53039,44327,3279
17.111,11504,21632,53055,44319,3256
17.112,11456,21648,53055,44319,3272
17.113,11424,21616,53063,44335,3263
0.001,11440,21616,53047,44303,3271
17.114,11440,21648,53055,44303,3272
17.115,11472,21632,53031,44295,3256
17.116,11472,21648,53031,44295,3273
0.001,11440,21648,53055,44303,3271
17.117,11440,21616,53039,44303,3271
17.118,11440,21616,53039,44295,3273
17.119,11456,21632,53055,44311,3255
0.001,11440,21648,53031,44303,3269
17.12,11440,21648,53039,44295,3269
17.121,11456,21632,53007,44311,3269
17.122,11472,21680,53039,44303,3273
0.001,11440,21632,53055,44287,3255
17.123,11472,21648,53039,44287,3262
17.124,11440,21648,53039,44271,3271
17.125,11424,21680,53015,44311,3263
0.001,11440,21648,53063,44271,3271
17.126,11472,21648,53039,44287,3256
17.127,11440,21712,53039,44263,3262
17.128,11456,21680,53047,44295,3271
0.001,11488,21664,53007,44287,3263
17.129,11456,21664,53031,44295,3263
17.13,11472,21680,53023,44263,3255
17.131,11440,21680,53007,44279,3263
0.001,11472,21680,53007,44271,3262
17.132,11504,21680,53031,44279,3262
17.133,11472,21680,53047,44279,3271
17.134,11440,21680,53023,44271,3251
0.001,11472,21696,53015,44279,3272
17.135,11424,21712,53015,44263,3271
17.136,11440,21680,53023,44279,3261
17.137,11440,21680,53031,44255,3262
0.001,11472,21712,53015,44263,3256
17.138,11472,21712,53039,44247,3269
17.139,11440,21696,53007,44207,3259
17.14,11472,21696,53023,44255,3263
0.001,11408,21712,52999,44263,3251
17.141,11440,21696,53031,44255,3253
17.142,11456,21712,53015,44247,3260
17.143,11440,21712,53007,44247,3263
0.001,11440,21728,53007,44247,3261
17.144,11424,21728,52983,44239,3257
17.145,11440,21712,52991,44255,3260
17.146,11472,21728,53015,44247,3260
0.001,11472,21728,52999,44239,3269
17.147,11472,21744,52991,44239,3259
17.148,11440,21712,52999,44263,3251
17.149,11440,21728,52999,44239,3261
0.001,11440,21728,52999,44255,3269
17.15,11408,21744,52991,44239,3263
17.151,11440,21744,52967,44223,3263
17.152,11440,21744,52999,44223,3255
0.001,11440,21744,53007,44231,3262
17.153,11472,21712,53023,44247,3260
17.154,11440,21728,52999,44239,3259
17.155,11456,21840,53007,44239,3261
0.001,11440,21792,53007,44231,3245
17.156,11472,21808,52983,44231,3283
17.157,11152,21792,53007,44207,3263
17.158,11488,21744,52999,44207,3259
0.001,11440,21792,52999,44215,3263
17.159,11456,21792,52967,44223,3248
17.16,11408,21776,53007,44215,3263
17.161,11456,21744,52999,44223,3261
0.001,11440,21808,52991,44223,3257
17.162,11456,21744,52991,44207,3261
17.163,11440,21840,52967,44215,3247
17.164,11440,21840,53015,44231,3260
0.001,11472,21808,52975,44207,3269
17.165,11456,21776,52967,44215,3260
17.166,11440,21728,53023,44215,3271
17.167,11424,21776,52999,44223,3253
0.001,11456,21776,52991,44199,3263
17.168,11440,21792,52991,44223,3261
17.169,11424,21744,52975,44191,3259
17.17,11440,21840,52999,44199,3270
0.001,11440,21808,52983,44207,3247
17.171,11440,21808,52975,44215,3259
17.172,11456,21728,52975,44231,3257
17.173,11408,21712,52983,44215,3262
0.001,11440,21712,52975,44231,3261
17.174,11472,21744,52999,44231,3251
17.175,11440,21776,52983,44183,3263
17.176,11456,21776,52983,44183,3259
0.001,11472,21712,52959,44191,3262
17.177,11456,21728,52975,44191,3263
17.178,11440,21808,52967,44199,3245
17.179,11456,21792,52975,44183,3258
0.001,11504,21744,52967,44191,3261
17.18,11472,21728,52999,44223,3261
17.181,11424,21808,52975,44191,3245
17.182,11472,21808,52975,44207,3246
0.001,11424,21744,52975,44191,3261
17.183,11376,21744,52951,44175,3262
17.184,11456,21744,52991,44199,3261
17.185,11472,21808,52951,44199,3253
0.001,11440,21744,52975,44191,3253
17.186,11440,21744,52975,44183,3262
17.187,11456,21744,52967,44167,3260
17.188,11440,21744,52991,44175,3259
0.001,11472,21776,52991,44183,3247
17.189,11440,21808,52959,44191,3252
17.19,11456,21744,52991,44167,3257
17.191,11424,21792,52959,44175,3257
0.001,11472,21728,52959,44183,3255
17.192,11456,21776,52951,44159,3245
17.193,11440,21776,52967,44191,3245
17.194,11440,21808,52975,44183,3255
0.001,11424,21744,52983,44167,3255
17.195,11440,21792,52967,44191,3257
17.196,11472,21744,52927,44175,3251
17.197,11424,21744,52967,44159,3257
0.001,11440,21728,52991,44167,3258
17.198,11440,21744,52951,44183,3256
17.199,11488,21744,52983,44183,3257
